Model,Temp,Language,Total,Compilable_before,Compilable_after,Compilable_before (%),Compilable_after (%)
Qwen2.5,1.0,Indonesian,1250,0,436,0.0,34.88
Qwen2.5,1.0,Italian,1250,1,432,0.08,34.56
Qwen2.5,1.0,Malay,1250,3,474,0.24,37.92
Qwen2.5,1.0,Persian,1250,2,462,0.16,36.96
Qwen2.5,1.0,Portuguese,1250,3,452,0.24,36.16
Qwen2.5,1.0,Russian,1250,3,419,0.24,33.52
Qwen2.5,1.0,Spanish,1250,1,449,0.08,35.92
Qwen2.5,1.0,Tagalog,1250,2,470,0.16,37.6
Qwen2.5,1.0,Turkish,1250,2,447,0.16,35.76
Qwen2.5,1.0,Vietnamese,1250,2,441,0.16,35.28
gemini-2.5-flash,0.0,Afrikaans,1000,0,684,0.0,68.4
gemini-2.5-flash,0.0,Arabic,1000,0,651,0.0,65.10000000000001
gemini-2.5-flash,0.0,Bulgarian,1000,4,706,0.4,70.6
gemini-2.5-flash,0.0,Chinese,1000,0,674,0.0,67.4
gemini-2.5-flash,0.0,Dutch,1000,0,681,0.0,68.10000000000001
gemini-2.5-flash,0.0,English,1000,0,723,0.0,72.3
gemini-2.5-flash,0.0,Estonian,1000,0,710,0.0,71.0
gemini-2.5-flash,0.0,Finnish,1000,4,705,0.4,70.5
gemini-2.5-flash,0.0,French,1000,0,761,0.0,76.1
gemini-2.5-flash,0.0,German,1000,0,696,0.0,69.6
gemini-2.5-flash,0.0,Greek,1000,0,695,0.0,69.5
gemini-2.5-flash,0.0,Hebrew,1000,0,674,0.0,67.4
gemini-2.5-flash,0.0,Hungarian,1000,3,711,0.3,71.1
gemini-2.5-flash,0.0,Indonesian,1000,0,679,0.0,67.9
gemini-2.5-flash,0.0,Italian,1000,3,680,0.3,68.0
gemini-2.5-flash,0.0,Malay,1000,4,695,0.4,69.5
gemini-2.5-flash,0.0,Persian,1000,0,691,0.0,69.1
gemini-2.5-flash,0.0,Portuguese,1000,3,687,0.3,68.7
gemini-2.5-flash,0.0,Russian,1000,0,651,0.0,65.10000000000001
gemini-2.5-flash,0.0,Spanish,1000,0,684,0.0,68.4
gemini-2.5-flash,0.0,Tagalog,1000,3,714,0.3,71.39999999999999
gemini-2.5-flash,0.0,Turkish,1000,0,681,0.0,68.10000000000001
gemini-2.5-flash,0.0,Vietnamese,1000,0,695,0.0,69.5
gemini-2.5-flash,0.2,Afrikaans,1000,1,710,0.1,71.0
gemini-2.5-flash,0.2,Arabic,1000,0,675,0.0,67.5
gemini-2.5-flash,0.2,Bulgarian,1000,0,713,0.0,71.3
gemini-2.5-flash,0.2,Chinese,1000,2,660,0.2,66.0
gemini-2.5-flash,0.2,Dutch,1000,5,692,0.5,69.19999999999999
gemini-2.5-flash,0.2,English,1000,1,725,0.1,72.5
gemini-2.5-flash,0.2,Estonian,999,0,700,0.0,70.07007007007007
gemini-2.5-flash,0.2,Finnish,1000,2,711,0.2,71.1
gemini-2.5-flash,0.2,French,1000,1,721,0.1,72.1
gemini-2.5-flash,0.2,German,1000,3,722,0.3,72.2
gemini-2.5-flash,0.2,Greek,1000,1,703,0.1,70.3
gemini-2.5-flash,0.2,Hebrew,1000,2,701,0.2,70.1
gemini-2.5-flash,0.2,Hungarian,1000,3,704,0.3,70.39999999999999
gemini-2.5-flash,0.2,Indonesian,1000,2,694,0.2,69.39999999999999
gemini-2.5-flash,0.2,Italian,1000,1,697,0.1,69.69999999999999
gemini-2.5-flash,0.2,Malay,1000,1,669,0.1,66.9
gemini-2.5-flash,0.2,Persian,1000,0,700,0.0,70.0
gemini-2.5-flash,0.2,Portuguese,999,3,683,0.3003003003003003,68.36836836836837
gemini-2.5-flash,0.2,Russian,1000,0,664,0.0,66.4
gemini-2.5-flash,0.2,Spanish,1000,0,701,0.0,70.1
gemini-2.5-flash,0.2,Tagalog,1000,4,708,0.4,70.8
gemini-2.5-flash,0.2,Turkish,1000,0,675,0.0,67.5
gemini-2.5-flash,0.2,Vietnamese,1000,2,683,0.2,68.30000000000001
gemini-2.5-flash,0.4,Afrikaans,999,0,683,0.0,68.36836836836837
gemini-2.5-flash,0.4,Arabic,1000,1,690,0.1,69.0
gemini-2.5-flash,0.4,Bulgarian,1000,2,684,0.2,68.4
gemini-2.5-flash,0.4,Chinese,1000,0,664,0.0,66.4
gemini-2.5-flash,0.4,Dutch,1000,4,695,0.4,69.5
gemini-2.5-flash,0.4,English,1000,0,691,0.0,69.1
gemini-2.5-flash,0.4,Estonian,1000,0,697,0.0,69.69999999999999
gemini-2.5-flash,0.4,Finnish,1000,2,702,0.2,70.19999999999999
gemini-2.5-flash,0.4,French,999,3,692,0.3003003003003003,69.26926926926927
gemini-2.5-flash,0.4,German,1000,1,712,0.1,71.2
gemini-2.5-flash,0.4,Greek,1000,1,706,0.1,70.6
gemini-2.5-flash,0.4,Hebrew,1000,0,698,0.0,69.8
gemini-2.5-flash,0.4,Hungarian,1000,2,714,0.2,71.39999999999999
gemini-2.5-flash,0.4,Indonesian,1000,3,700,0.3,70.0
gemini-2.5-flash,0.4,Italian,999,2,704,0.20020020020020018,70.47047047047047
gemini-2.5-flash,0.4,Malay,999,1,688,0.10010010010010009,68.86886886886887
gemini-2.5-flash,0.4,Persian,1000,0,689,0.0,68.89999999999999
gemini-2.5-flash,0.4,Portuguese,1000,3,669,0.3,66.9
gemini-2.5-flash,0.4,Russian,1000,1,682,0.1,68.2
gemini-2.5-flash,0.4,Spanish,1000,2,706,0.2,70.6
gemini-2.5-flash,0.4,Tagalog,999,1,701,0.10010010010010009,70.17017017017017
gemini-2.5-flash,0.4,Turkish,1000,3,695,0.3,69.5
gemini-2.5-flash,0.4,Vietnamese,1000,1,695,0.1,69.5
gemini-2.5-flash,0.6,Afrikaans,1000,5,683,0.5,68.30000000000001
gemini-2.5-flash,0.6,Arabic,998,2,670,0.2004008016032064,67.13426853707415
gemini-2.5-flash,0.6,Bulgarian,1000,3,679,0.3,67.9
gemini-2.5-flash,0.6,Chinese,1000,0,638,0.0,63.800000000000004
gemini-2.5-flash,0.6,Dutch,1000,4,673,0.4,67.30000000000001
gemini-2.5-flash,0.6,English,1000,1,697,0.1,69.69999999999999
gemini-2.5-flash,0.6,Estonian,1000,0,688,0.0,68.8
gemini-2.5-flash,0.6,Finnish,1000,0,703,0.0,70.3
gemini-2.5-flash,0.6,French,1000,3,666,0.3,66.60000000000001
gemini-2.5-flash,0.6,German,1000,1,690,0.1,69.0
gemini-2.5-flash,0.6,Greek,1000,4,693,0.4,69.3
gemini-2.5-flash,0.6,Hebrew,1000,2,686,0.2,68.60000000000001
gemini-2.5-flash,0.6,Hungarian,1000,4,692,0.4,69.19999999999999
gemini-2.5-flash,0.6,Indonesian,1000,3,655,0.3,65.5
gemini-2.5-flash,0.6,Italian,1000,0,703,0.0,70.3
gemini-2.5-flash,0.6,Malay,1000,2,670,0.2,67.0
gemini-2.5-flash,0.6,Persian,1000,0,655,0.0,65.5
gemini-2.5-flash,0.6,Portuguese,999,2,661,0.20020020020020018,66.16616616616616
gemini-2.5-flash,0.6,Russian,1000,0,646,0.0,64.60000000000001
gemini-2.5-flash,0.6,Spanish,1000,0,658,0.0,65.8
gemini-2.5-flash,0.6,Tagalog,1000,5,680,0.5,68.0
gemini-2.5-flash,0.6,Turkish,1000,1,659,0.1,65.9
gemini-2.5-flash,0.6,Vietnamese,1000,0,699,0.0,69.89999999999999
gemini-2.5-flash,0.8,Afrikaans,1000,2,657,0.2,65.7
gemini-2.5-flash,0.8,Arabic,1000,3,657,0.3,65.7
gemini-2.5-flash,0.8,Bulgarian,1000,3,654,0.3,65.4
gemini-2.5-flash,0.8,Chinese,1000,3,639,0.3,63.9
gemini-2.5-flash,0.8,Dutch,1000,3,638,0.3,63.800000000000004
gemini-2.5-flash,0.8,English,1000,1,688,0.1,68.8
gemini-2.5-flash,0.8,Estonian,1000,1,657,0.1,65.7
gemini-2.5-flash,0.8,Finnish,1000,3,671,0.3,67.10000000000001
gemini-2.5-flash,0.8,French,999,4,679,0.40040040040040037,67.96796796796797
gemini-2.5-flash,0.8,German,1000,1,666,0.1,66.60000000000001
gemini-2.5-flash,0.8,Greek,1000,4,683,0.4,68.30000000000001
gemini-2.5-flash,0.8,Hebrew,1000,1,689,0.1,68.89999999999999
gemini-2.5-flash,0.8,Hungarian,1000,1,660,0.1,66.0
gemini-2.5-flash,0.8,Indonesian,1000,0,672,0.0,67.2
gemini-2.5-flash,0.8,Italian,1000,3,675,0.3,67.5
gemini-2.5-flash,0.8,Malay,1000,1,648,0.1,64.8
gemini-2.5-flash,0.8,Persian,1000,0,648,0.0,64.8
gemini-2.5-flash,0.8,Portuguese,1000,2,659,0.2,65.9
gemini-2.5-flash,0.8,Russian,1000,7,655,0.7000000000000001,65.5
gemini-2.5-flash,0.8,Spanish,1000,1,665,0.1,66.5
gemini-2.5-flash,0.8,Tagalog,1000,0,684,0.0,68.4
gemini-2.5-flash,0.8,Turkish,1000,1,676,0.1,67.60000000000001
gemini-2.5-flash,0.8,Vietnamese,1000,1,678,0.1,67.80000000000001
gemini-2.5-flash,1.0,Afrikaans,1000,3,641,0.3,64.1
gemini-2.5-flash,1.0,Arabic,999,5,658,0.5005005005005005,65.86586586586587
gemini-2.5-flash,1.0,Bulgarian,1000,5,633,0.5,63.3
gemini-2.5-flash,1.0,Chinese,1000,2,619,0.2,61.9
gemini-2.5-flash,1.0,Dutch,1000,4,671,0.4,67.10000000000001
gemini-2.5-flash,1.0,English,1000,2,671,0.2,67.10000000000001
gemini-2.5-flash,1.0,Estonian,1000,3,629,0.3,62.9
gemini-2.5-flash,1.0,Finnish,999,6,651,0.6006006006006006,65.16516516516516
gemini-2.5-flash,1.0,French,1000,1,673,0.1,67.30000000000001
gemini-2.5-flash,1.0,German,1000,1,645,0.1,64.5
gemini-2.5-flash,1.0,Greek,1000,4,677,0.4,67.7
gemini-2.5-flash,1.0,Hebrew,1000,0,674,0.0,67.4
gemini-2.5-flash,1.0,Hungarian,1000,1,661,0.1,66.10000000000001
gemini-2.5-flash,1.0,Indonesian,1000,3,655,0.3,65.5
gemini-2.5-flash,1.0,Italian,1000,4,678,0.4,67.80000000000001
gemini-2.5-flash,1.0,Malay,1000,3,626,0.3,62.6
gemini-2.5-flash,1.0,Persian,1000,1,651,0.1,65.10000000000001
gemini-2.5-flash,1.0,Portuguese,1000,2,659,0.2,65.9
gemini-2.5-flash,1.0,Russian,1000,4,636,0.4,63.6
gemini-2.5-flash,1.0,Spanish,1000,3,646,0.3,64.60000000000001
gemini-2.5-flash,1.0,Tagalog,999,1,656,0.10010010010010009,65.66566566566566
gemini-2.5-flash,1.0,Turkish,1000,2,647,0.2,64.7
gemini-2.5-flash,1.0,Vietnamese,1000,2,641,0.2,64.1
gpt-4o-mini,0.0,Afrikaans,1250,0,889,0.0,71.12
gpt-4o-mini,0.0,Arabic,1250,0,917,0.0,73.36
gpt-4o-mini,0.0,Bulgarian,1250,0,867,0.0,69.36
gpt-4o-mini,0.0,Chinese,1250,0,949,0.0,75.92
gpt-4o-mini,0.0,Dutch,1250,0,917,0.0,73.36
gpt-4o-mini,0.0,English,1250,0,900,0.0,72.0
gpt-4o-mini,0.0,Estonian,1250,0,852,0.0,68.16
gpt-4o-mini,0.0,Finnish,1250,0,909,0.0,72.72
gpt-4o-mini,0.0,French,1250,0,867,0.0,69.36
gpt-4o-mini,0.0,German,1250,0,870,0.0,69.6
gpt-4o-mini,0.0,Greek,1250,0,861,0.0,68.88
gpt-4o-mini,0.0,Hebrew,1250,0,871,0.0,69.67999999999999
gpt-4o-mini,0.0,Hungarian,1250,0,840,0.0,67.2
gpt-4o-mini,0.0,Indonesian,1250,0,865,0.0,69.19999999999999
gpt-4o-mini,0.0,Italian,1250,0,898,0.0,71.84
gpt-4o-mini,0.0,Malay,1250,0,889,0.0,71.12
gpt-4o-mini,0.0,Persian,1250,0,906,0.0,72.48
gpt-4o-mini,0.0,Portuguese,1250,0,849,0.0,67.92
gpt-4o-mini,0.0,Russian,1250,0,821,0.0,65.68
gpt-4o-mini,0.0,Spanish,1250,0,883,0.0,70.64
gpt-4o-mini,0.0,Tagalog,1250,0,900,0.0,72.0
gpt-4o-mini,0.0,Turkish,1250,0,835,0.0,66.8
gpt-4o-mini,0.0,Vietnamese,1250,0,858,0.0,68.64
gpt-4o-mini,0.2,Afrikaans,1250,0,868,0.0,69.44
gpt-4o-mini,0.2,Arabic,1250,0,883,0.0,70.64
gpt-4o-mini,0.2,Bulgarian,1250,0,867,0.0,69.36
gpt-4o-mini,0.2,Chinese,1250,0,938,0.0,75.03999999999999
gpt-4o-mini,0.2,Dutch,1250,0,883,0.0,70.64
gpt-4o-mini,0.2,English,1250,0,870,0.0,69.6
gpt-4o-mini,0.2,Estonian,1250,0,871,0.0,69.67999999999999
gpt-4o-mini,0.2,Finnish,1250,0,861,0.0,68.88
gpt-4o-mini,0.2,French,1250,0,845,0.0,67.60000000000001
gpt-4o-mini,0.2,German,1250,0,860,0.0,68.8
gpt-4o-mini,0.2,Greek,1250,0,880,0.0,70.39999999999999
gpt-4o-mini,0.2,Hebrew,1250,0,849,0.0,67.92
gpt-4o-mini,0.2,Hungarian,1250,0,832,0.0,66.56
gpt-4o-mini,0.2,Indonesian,1250,0,867,0.0,69.36
gpt-4o-mini,0.2,Italian,1250,0,864,0.0,69.12
gpt-4o-mini,0.2,Malay,1250,0,873,0.0,69.84
gpt-4o-mini,0.2,Persian,1250,0,909,0.0,72.72
gpt-4o-mini,0.2,Portuguese,1250,0,852,0.0,68.16
gpt-4o-mini,0.2,Russian,1250,0,862,0.0,68.96
gpt-4o-mini,0.2,Spanish,1250,0,881,0.0,70.48
gpt-4o-mini,0.2,Tagalog,1250,0,907,0.0,72.56
gpt-4o-mini,0.2,Turkish,1250,0,874,0.0,69.92
gpt-4o-mini,0.2,Vietnamese,1250,0,863,0.0,69.04
gpt-4o-mini,0.4,Afrikaans,1250,0,870,0.0,69.6
gpt-4o-mini,0.4,Arabic,1250,0,892,0.0,71.36
gpt-4o-mini,0.4,Bulgarian,1250,0,868,0.0,69.44
gpt-4o-mini,0.4,Chinese,1250,0,935,0.0,74.8
gpt-4o-mini,0.4,Dutch,1250,0,882,0.0,70.56
gpt-4o-mini,0.4,English,1250,0,862,0.0,68.96
gpt-4o-mini,0.4,Estonian,1250,0,884,0.0,70.72
gpt-4o-mini,0.4,Finnish,1250,0,868,0.0,69.44
gpt-4o-mini,0.4,French,1250,0,865,0.0,69.19999999999999
gpt-4o-mini,0.4,German,1250,0,882,0.0,70.56
gpt-4o-mini,0.4,Greek,1250,0,872,0.0,69.76
gpt-4o-mini,0.4,Hebrew,1250,0,868,0.0,69.44
gpt-4o-mini,0.4,Hungarian,1250,0,857,0.0,68.56
gpt-4o-mini,0.4,Indonesian,1250,0,872,0.0,69.76
gpt-4o-mini,0.4,Italian,1250,0,881,0.0,70.48
gpt-4o-mini,0.4,Malay,1250,0,886,0.0,70.88
gpt-4o-mini,0.4,Persian,1250,0,915,0.0,73.2
gpt-4o-mini,0.4,Portuguese,1250,0,866,0.0,69.28
gpt-4o-mini,0.4,Russian,1250,0,872,0.0,69.76
gpt-4o-mini,0.4,Spanish,1241,0,891,0.0,71.7969379532635
gpt-4o-mini,0.4,Tagalog,1250,0,894,0.0,71.52
gpt-4o-mini,0.4,Turkish,1250,0,868,0.0,69.44
gpt-4o-mini,0.4,Vietnamese,1250,0,884,0.0,70.72
gpt-4o-mini,0.6,Afrikaans,1250,0,870,0.0,69.6
gpt-4o-mini,0.6,Arabic,1250,0,927,0.0,74.16
gpt-4o-mini,0.6,Bulgarian,1250,0,869,0.0,69.52000000000001
gpt-4o-mini,0.6,Chinese,1250,0,930,0.0,74.4
gpt-4o-mini,0.6,Dutch,1250,0,888,0.0,71.04
gpt-4o-mini,0.6,English,1250,0,865,0.0,69.19999999999999
gpt-4o-mini,0.6,Estonian,1250,0,880,0.0,70.39999999999999
gpt-4o-mini,0.6,Finnish,1250,0,877,0.0,70.16
gpt-4o-mini,0.6,French,1250,0,861,0.0,68.88
gpt-4o-mini,0.6,German,1250,0,879,0.0,70.32000000000001
gpt-4o-mini,0.6,Greek,1250,0,893,0.0,71.44
gpt-4o-mini,0.6,Hebrew,1250,0,882,0.0,70.56
gpt-4o-mini,0.6,Hungarian,1250,0,877,0.0,70.16
gpt-4o-mini,0.6,Indonesian,1250,0,864,0.0,69.12
gpt-4o-mini,0.6,Italian,1250,0,878,0.0,70.24000000000001
gpt-4o-mini,0.6,Malay,1250,0,880,0.0,70.39999999999999
gpt-4o-mini,0.6,Persian,1250,0,884,0.0,70.72
gpt-4o-mini,0.6,Portuguese,1250,0,852,0.0,68.16
gpt-4o-mini,0.6,Russian,1250,0,880,0.0,70.39999999999999
gpt-4o-mini,0.6,Spanish,1250,0,895,0.0,71.6
gpt-4o-mini,0.6,Tagalog,1250,0,910,0.0,72.8
gpt-4o-mini,0.6,Turkish,1250,0,866,0.0,69.28
gpt-4o-mini,0.6,Vietnamese,1250,0,891,0.0,71.28
gpt-4o-mini,0.8,Afrikaans,1250,0,885,0.0,70.8
gpt-4o-mini,0.8,Arabic,1250,0,895,0.0,71.6
gpt-4o-mini,0.8,Bulgarian,1250,0,903,0.0,72.24000000000001
gpt-4o-mini,0.8,Chinese,1250,0,924,0.0,73.92
gpt-4o-mini,0.8,Dutch,1250,0,911,0.0,72.88
gpt-4o-mini,0.8,English,1250,0,872,0.0,69.76
gpt-4o-mini,0.8,Estonian,1250,0,886,0.0,70.88
gpt-4o-mini,0.8,Finnish,1250,0,884,0.0,70.72
gpt-4o-mini,0.8,French,1250,0,874,0.0,69.92
gpt-4o-mini,0.8,German,1250,0,893,0.0,71.44
gpt-4o-mini,0.8,Greek,1250,0,891,0.0,71.28
gpt-4o-mini,0.8,Hebrew,1250,0,877,0.0,70.16
gpt-4o-mini,0.8,Hungarian,1250,0,885,0.0,70.8
gpt-4o-mini,0.8,Indonesian,1250,0,871,0.0,69.67999999999999
gpt-4o-mini,0.8,Italian,1250,0,889,0.0,71.12
gpt-4o-mini,0.8,Malay,1250,0,875,0.0,70.0
gpt-4o-mini,0.8,Persian,1250,0,896,0.0,71.67999999999999
gpt-4o-mini,0.8,Portuguese,1250,0,884,0.0,70.72
gpt-4o-mini,0.8,Russian,1250,0,895,0.0,71.6
gpt-4o-mini,0.8,Spanish,1250,0,878,0.0,70.24000000000001
gpt-4o-mini,0.8,Tagalog,1250,0,921,0.0,73.68
gpt-4o-mini,0.8,Turkish,1250,0,874,0.0,69.92
gpt-4o-mini,0.8,Vietnamese,1250,0,870,0.0,69.6
gpt-4o-mini,1.0,Afrikaans,1250,0,904,0.0,72.32
gpt-4o-mini,1.0,Arabic,1250,0,910,0.0,72.8
gpt-4o-mini,1.0,Bulgarian,1250,0,887,0.0,70.96000000000001
gpt-4o-mini,1.0,Chinese,1250,0,923,0.0,73.83999999999999
gpt-4o-mini,1.0,Dutch,1250,0,904,0.0,72.32
gpt-4o-mini,1.0,English,1250,0,876,0.0,70.08
gpt-4o-mini,1.0,Estonian,1250,0,881,0.0,70.48
gpt-4o-mini,1.0,Finnish,1250,0,901,0.0,72.08
gpt-4o-mini,1.0,French,1250,0,870,0.0,69.6
gpt-4o-mini,1.0,German,1250,0,920,0.0,73.6
