Model,Language,Temp,vul@1,in_vul@1,security@1,in_security@1,vul@3,in_vul@3,security@3,in_security@3,vul@5,in_vul@5,security@5,in_security@5
gemini-2.5-flash,Italian,0.2,1.79,3.33,97.44,94.87,2.82,4.87,96.15,93.59,3.85,6.41,96.15,93.59
gemini-2.5-flash,Hungarian,0.2,2.54,3.1,95.77,92.96,3.66,5.35,95.77,92.96,4.23,7.04,95.77,92.96
gemini-2.5-flash,Arabic,0.2,2.05,5.38,97.44,92.31,2.56,7.05,97.44,92.31,2.56,7.69,97.44,92.31
gemini-2.5-flash,Tagalog,0.2,2.03,2.28,97.47,96.2,3.16,3.92,96.2,94.94,3.8,5.06,96.2,94.94
gemini-2.5-flash,Malay,0.2,1.67,1.94,97.22,95.83,2.22,3.06,97.22,95.83,2.78,4.17,97.22,95.83
gemini-2.5-flash,Spanish,0.2,2.28,6.08,96.2,91.14,3.54,8.61,96.2,91.14,3.8,8.86,96.2,91.14
gemini-2.5-flash,Greek,0.2,3.04,4.3,96.2,93.67,5.44,7.47,93.67,91.14,6.33,8.86,93.67,91.14
gemini-2.5-flash,Persian,0.2,1.98,3.7,96.3,92.59,3.09,6.17,96.3,92.59,3.7,7.41,96.3,92.59
gemini-2.5-flash,English,0.4,1.73,3.46,98.77,95.06,2.72,5.8,97.53,93.83,3.7,7.41,96.3,92.59
gemini-2.5-flash,Chinese,0.4,1.54,3.59,97.44,92.31,2.05,6.41,97.44,92.31,2.56,7.69,97.44,92.31
gemini-2.5-flash,Vietnamese,0.4,1.25,2.5,98.75,95.0,1.25,4.25,98.75,95.0,1.25,5.0,98.75,95.0
gemini-2.5-flash,Dutch,0.4,1.56,2.86,98.7,94.81,2.08,4.55,97.4,94.81,2.6,5.19,97.4,94.81
gemini-2.5-flash,Indonesian,0.4,1.45,2.41,97.59,93.98,1.93,4.46,97.59,93.98,2.41,6.02,97.59,93.98
gemini-2.5-flash,Arabic,0.4,1.27,4.56,98.73,93.67,1.27,6.2,98.73,93.67,1.27,6.33,98.73,93.67
gemini-2.5-flash,Portuguese,0.4,1.77,2.03,97.47,96.2,2.78,3.54,96.2,94.94,3.8,5.06,96.2,94.94
gemini-2.5-flash,Turkish,0.4,1.19,3.81,98.81,94.05,1.19,5.6,98.81,94.05,1.19,5.95,98.81,94.05
gemini-2.5-flash,Hebrew,0.4,1.98,3.7,97.53,95.06,3.46,5.8,95.06,92.59,4.94,7.41,95.06,92.59
gemini-2.5-flash,Finnish,0.4,1.73,2.22,100.0,97.53,3.46,4.94,96.3,93.83,3.7,6.17,96.3,93.83
gemini-2.5-flash,Malay,0.4,2.08,3.12,98.7,96.1,2.6,5.32,97.4,93.51,2.6,6.49,97.4,93.51
gemini-2.5-flash,Estonian,0.4,1.75,3.0,98.75,96.25,2.38,4.75,97.5,95.0,2.5,5.0,97.5,95.0
gemini-2.5-flash,Hungarian,0.4,1.82,2.34,98.7,96.1,2.47,4.03,97.4,94.81,2.6,5.19,97.4,94.81
gemini-2.5-flash,Spanish,0.4,1.71,6.34,97.56,91.46,2.32,8.41,97.56,91.46,2.44,8.54,97.56,91.46
gemini-2.5-flash,Russian,0.4,2.93,3.2,96.0,94.67,4.67,5.47,94.67,93.33,5.33,6.67,94.67,93.33
gemini-2.5-flash,Persian,0.4,1.75,4.0,97.5,93.75,2.75,6.38,97.5,93.75,3.75,7.5,96.25,92.5
gemini-2.5-flash,Bulgarian,0.4,1.3,1.82,98.7,96.1,1.3,2.86,98.7,96.1,1.3,3.9,98.7,96.1
gemini-2.5-flash,Tagalog,0.4,2.34,2.86,94.81,92.21,4.03,5.58,94.81,92.21,5.19,7.79,94.81,92.21
gemini-2.5-flash,German,0.4,2.11,2.11,98.68,98.68,2.63,2.63,97.37,97.37,2.63,2.63,97.37,97.37
gemini-2.5-flash,Greek,0.4,2.65,5.06,97.59,93.98,3.86,6.99,95.18,91.57,4.82,8.43,95.18,91.57
gemini-2.5-flash,Italian,0.4,1.67,4.29,97.62,94.05,2.62,6.19,97.62,94.05,3.57,7.14,96.43,92.86
gemini-2.5-flash,Afrikaans,0.4,1.95,2.68,97.56,96.34,3.05,4.88,97.56,95.12,3.66,6.1,96.34,93.9
gemini-2.5-flash,French,0.4,1.98,3.7,97.53,93.83,3.09,7.16,96.3,92.59,3.7,8.64,96.3,91.36
gemini-2.5-flash,English,0.6,2.44,5.61,96.34,89.02,4.51,10.73,95.12,87.8,6.1,13.41,93.9,86.59
gemini-2.5-flash,Turkish,0.6,1.9,4.52,96.43,92.86,2.98,7.14,96.43,91.67,3.57,8.33,96.43,91.67
gemini-2.5-flash,Finnish,0.6,2.35,3.53,96.47,92.94,5.41,8.0,92.94,89.41,7.06,10.59,92.94,89.41
gemini-2.5-flash,Dutch,0.6,1.5,2.25,98.75,95.0,2.0,4.25,98.75,95.0,2.5,6.25,97.5,93.75
gemini-2.5-flash,French,0.6,1.48,2.72,98.77,95.06,1.98,4.69,97.53,93.83,2.47,6.17,97.53,93.83
gemini-2.5-flash,Vietnamese,0.6,1.46,2.2,98.78,96.34,1.95,3.78,98.78,96.34,2.44,4.88,97.56,95.12
gemini-2.5-flash,Portuguese,0.6,1.28,2.05,98.72,94.87,1.28,3.59,98.72,94.87,1.28,5.13,98.72,94.87
gemini-2.5-flash,Afrikaans,0.6,1.69,2.89,98.8,95.18,2.29,5.18,98.8,95.18,2.41,6.02,97.59,93.98
gemini-2.5-flash,Estonian,0.6,1.93,3.37,96.39,93.98,3.01,6.39,96.39,91.57,3.61,8.43,96.39,91.57
gemini-2.5-flash,Hebrew,0.6,2.99,4.14,96.55,93.1,5.98,8.74,93.1,89.66,8.05,11.49,91.95,88.51
gemini-2.5-flash,German,0.6,2.22,3.21,98.77,95.06,3.83,6.42,96.3,92.59,4.94,8.64,95.06,91.36
gemini-2.5-flash,Russian,0.6,2.53,4.3,96.2,92.41,3.67,6.46,96.2,92.41,3.8,7.59,96.2,92.41
gemini-2.5-flash,Indonesian,0.6,1.98,3.7,96.3,92.59,3.09,6.3,96.3,92.59,3.7,7.41,96.3,92.59
gemini-2.5-flash,Bulgarian,0.6,2.03,2.28,96.2,94.94,3.54,4.3,94.94,93.67,5.06,6.33,94.94,93.67
gemini-2.5-flash,Chinese,0.6,1.5,3.0,98.75,93.75,2.0,5.75,98.75,93.75,2.5,7.5,97.5,92.5
gemini-2.5-flash,Italian,0.6,1.79,2.56,97.44,93.59,2.82,5.13,96.15,92.31,3.85,7.69,96.15,92.31
gemini-2.5-flash,Hungarian,0.6,2.78,4.05,94.94,92.41,4.43,7.47,94.94,92.41,5.06,8.86,94.94,91.14
gemini-2.5-flash,Arabic,0.6,0.93,2.79,100.0,96.51,1.16,4.07,98.84,95.35,1.16,4.65,98.84,95.35
gemini-2.5-flash,Tagalog,0.6,1.88,3.06,97.65,94.12,2.94,5.76,96.47,92.94,3.53,7.06,96.47,92.94
gemini-2.5-flash,Malay,0.6,1.54,2.05,98.72,96.15,2.05,3.59,97.44,94.87,2.56,5.13,97.44,94.87
gemini-2.5-flash,Spanish,0.6,2.09,5.35,97.67,91.86,3.02,8.26,96.51,90.7,3.49,9.3,96.51,90.7
gemini-2.5-flash,Greek,0.6,1.86,3.49,96.51,94.19,3.26,5.58,96.51,94.19,4.65,6.98,95.35,93.02
gemini-2.5-flash,Persian,0.6,1.67,3.1,97.62,92.86,2.62,6.19,96.43,91.67,3.57,8.33,96.43,91.67
gemini-2.5-flash,English,0.8,0.77,2.05,98.72,96.15,1.92,3.59,97.44,96.15,2.56,3.85,97.44,96.15
gemini-2.5-flash,Hebrew,0.8,0.24,1.69,98.8,95.18,0.72,3.37,98.8,95.18,1.2,4.82,98.8,95.18
gemini-2.5-flash,Vietnamese,0.8,0.0,0.94,100.0,96.47,0.0,2.47,100.0,96.47,0.0,3.53,100.0,96.47
gemini-2.5-flash,Portuguese,0.8,0.0,0.52,100.0,98.7,0.0,1.17,100.0,98.7,0.0,1.3,100.0,98.7
gemini-2.5-flash,Arabic,0.8,0.0,0.98,100.0,97.56,0.0,1.95,100.0,97.56,0.0,2.44,100.0,97.56
gemini-2.5-flash,Dutch,0.8,0.49,0.73,98.78,98.78,1.46,2.2,97.56,96.34,2.44,3.66,97.56,96.34
gemini-2.5-flash,Estonian,0.8,0.92,2.07,98.85,95.4,1.84,4.37,97.7,94.25,2.3,5.75,97.7,94.25
gemini-2.5-flash,Italian,0.8,0.25,1.23,98.77,95.06,0.74,3.33,98.77,95.06,1.23,4.94,98.77,95.06
gemini-2.5-flash,German,0.8,0.25,1.0,100.0,97.5,0.75,2.63,98.75,96.25,1.25,3.75,98.75,96.25
gemini-2.5-flash,Afrikaans,0.8,0.25,0.25,100.0,100.0,0.74,0.74,100.0,100.0,1.23,1.23,98.77,98.77
gemini-2.5-flash,Indonesian,0.8,0.0,1.73,100.0,97.53,0.0,2.35,100.0,97.53,0.0,2.47,100.0,97.53
gemini-2.5-flash,Persian,0.8,0.24,1.2,98.8,96.39,0.72,2.89,98.8,96.39,1.2,3.61,98.8,96.39
gemini-2.5-flash,Russian,0.8,0.81,1.89,95.95,93.24,2.43,4.86,95.95,93.24,4.05,6.76,95.95,93.24
gemini-2.5-flash,Finnish,0.8,0.7,1.4,98.84,96.51,1.74,3.49,97.67,95.35,2.33,4.65,97.67,95.35
gemini-2.5-flash,Turkish,0.8,0.0,0.98,100.0,97.56,0.0,2.2,100.0,97.56,0.0,2.44,100.0,97.56
gemini-2.5-flash,Spanish,0.8,0.46,0.92,98.85,96.55,1.38,2.76,97.7,95.4,2.3,4.6,97.7,95.4
gemini-2.5-flash,Chinese,0.8,0.0,1.27,100.0,97.47,0.0,2.41,100.0,97.47,0.0,2.53,100.0,97.47
gemini-2.5-flash,Malay,0.8,0.25,0.5,98.75,97.5,0.75,1.5,98.75,97.5,1.25,2.5,98.75,97.5
gemini-2.5-flash,Tagalog,0.8,0.25,1.73,98.77,96.3,0.74,3.09,98.77,96.3,1.23,3.7,98.77,96.3
gemini-2.5-flash,Hungarian,0.8,0.53,0.8,98.67,97.33,1.6,2.4,98.67,97.33,2.67,4.0,97.33,96.0
gemini-2.5-flash,Bulgarian,0.8,0.0,0.49,100.0,97.53,0.0,1.48,100.0,97.53,0.0,2.47,100.0,97.53
gemini-2.5-flash,Greek,0.8,0.68,1.14,97.73,96.59,1.7,2.73,97.73,96.59,2.27,3.41,97.73,96.59
gemini-2.5-flash,French,0.8,0.23,0.92,98.85,97.7,0.69,1.84,98.85,97.7,1.15,2.3,98.85,97.7
gemini-2.5-flash,English,1.0,2.68,5.37,95.12,90.24,5.24,10.24,92.68,86.59,7.32,13.41,92.68,86.59
gemini-2.5-flash,Chinese,1.0,1.52,3.04,97.47,92.41,2.03,5.57,97.47,92.41,2.53,7.59,97.47,92.41
gemini-2.5-flash,Vietnamese,1.0,1.71,3.41,97.56,93.9,2.32,5.37,97.56,93.9,2.44,6.1,97.56,93.9
gemini-2.5-flash,Dutch,1.0,1.6,2.4,98.67,97.33,2.13,4.13,97.33,94.67,2.67,5.33,97.33,94.67
gemini-2.5-flash,Indonesian,1.0,1.95,4.15,96.34,92.68,3.05,6.83,96.34,91.46,3.66,8.54,96.34,91.46
gemini-2.5-flash,Arabic,1.0,1.73,2.47,98.77,96.3,2.35,4.2,97.53,95.06,2.47,4.94,97.53,95.06
gemini-2.5-flash,Portuguese,1.0,1.27,1.52,98.73,97.47,1.27,2.03,98.73,97.47,1.27,2.53,98.73,97.47
gemini-2.5-flash,Turkish,1.0,2.12,4.24,96.47,91.76,4.0,7.76,94.12,89.41,5.88,10.59,94.12,89.41
gemini-2.5-flash,Hebrew,1.0,2.53,4.37,94.25,90.8,5.29,8.28,91.95,88.51,8.05,11.49,91.95,88.51
gemini-2.5-flash,Finnish,1.0,1.88,3.53,96.47,92.94,4.0,7.65,94.12,89.41,5.88,10.59,94.12,89.41
gemini-2.5-flash,Malay,1.0,2.22,3.46,98.77,93.83,4.2,7.16,96.3,92.59,6.17,9.88,93.83,90.12
gemini-2.5-flash,Estonian,1.0,1.45,3.37,97.59,93.98,2.65,5.66,96.39,92.77,3.61,7.23,96.39,92.77
gemini-2.5-flash,Hungarian,1.0,1.82,2.86,97.4,93.51,2.86,5.58,96.1,92.21,3.9,7.79,96.1,92.21
gemini-2.5-flash,Spanish,1.0,1.98,6.42,96.3,90.12,3.09,9.14,96.3,90.12,3.7,9.88,96.3,90.12
gemini-2.5-flash,Russian,1.0,2.75,5.25,96.25,92.5,5.38,9.0,92.5,88.75,7.5,11.25,92.5,88.75
gemini-2.5-flash,Persian,1.0,2.3,4.37,95.4,90.8,4.25,8.28,94.25,89.66,5.75,10.34,94.25,89.66
gemini-2.5-flash,Bulgarian,1.0,2.34,4.16,96.1,93.51,4.03,7.66,94.81,90.91,5.19,10.39,94.81,89.61
gemini-2.5-flash,Tagalog,1.0,2.44,2.68,93.9,93.9,4.88,5.61,92.68,91.46,7.32,8.54,92.68,91.46
gemini-2.5-flash,German,1.0,2.72,3.21,97.53,95.06,4.69,6.17,95.06,92.59,6.17,8.64,93.83,91.36
gemini-2.5-flash,Greek,1.0,2.2,2.93,95.12,92.68,4.15,5.98,93.9,91.46,6.1,8.54,93.9,91.46
gemini-2.5-flash,Italian,1.0,2.22,4.2,96.3,92.59,3.21,6.67,96.3,91.36,3.7,8.64,96.3,91.36
gemini-2.5-flash,Afrikaans,1.0,2.35,4.47,94.12,88.24,4.71,9.18,92.94,87.06,7.06,12.94,92.94,87.06
gemini-2.5-flash,French,1.0,1.98,3.21,97.53,95.06,3.09,5.06,97.53,95.06,3.7,6.17,96.3,93.83
gpt-4o-mini,English,0.0,7.58,13.64,92.42,86.36,7.58,13.64,92.42,86.36,7.58,13.64,92.42,86.36
gpt-4o-mini,German,0.0,5.17,8.62,94.83,91.38,5.17,8.62,94.83,91.38,5.17,8.62,94.83,91.38
gpt-4o-mini,Estonian,0.0,2.9,7.25,97.1,92.75,2.9,7.25,97.1,92.75,2.9,7.25,97.1,92.75
gpt-4o-mini,Greek,0.0,5.33,8.67,93.33,90.0,6.0,9.33,93.33,90.0,6.67,10.0,93.33,90.0
gpt-4o-mini,Spanish,0.0,7.81,12.5,92.19,87.5,7.81,12.5,92.19,87.5,7.81,12.5,92.19,87.5
gpt-4o-mini,French,0.0,7.81,12.5,92.19,87.5,7.81,12.5,92.19,87.5,7.81,12.5,92.19,87.5
gpt-4o-mini,Indonesian,0.0,6.06,10.61,93.94,89.39,6.06,10.61,93.94,89.39,6.06,10.61,93.94,89.39
gpt-4o-mini,Portuguese,0.0,6.67,10.0,93.33,90.0,6.67,10.0,93.33,90.0,6.67,10.0,93.33,90.0
gpt-4o-mini,Italian,0.0,4.92,11.08,93.85,87.69,5.54,11.69,93.85,87.69,6.15,12.31,93.85,87.69
gpt-4o-mini,Tagalog,0.0,5.88,12.94,94.12,88.24,5.88,13.24,94.12,86.76,5.88,13.24,94.12,86.76
gpt-4o-mini,Afrikaans,0.0,7.03,11.08,91.89,87.84,7.57,11.62,91.89,87.84,8.11,12.16,91.89,87.84
gpt-4o-mini,Hebrew,0.0,5.8,10.14,94.2,89.86,5.8,10.14,94.2,89.86,5.8,10.14,94.2,89.86
gpt-4o-mini,Finnish,0.0,5.8,11.59,94.2,88.41,5.8,11.59,94.2,88.41,5.8,11.59,94.2,88.41
gpt-4o-mini,Hungarian,0.0,5.16,8.39,93.55,90.32,5.81,9.03,93.55,90.32,6.45,9.68,93.55,90.32
gpt-4o-mini,Vietnamese,0.0,7.35,11.76,92.65,88.24,7.35,11.76,92.65,88.24,7.35,11.76,92.65,88.24
gpt-4o-mini,Malay,0.0,5.14,9.43,91.43,87.14,6.86,11.14,91.43,87.14,8.57,12.86,91.43,87.14
gpt-4o-mini,Russian,0.0,3.86,7.37,94.74,91.23,4.56,8.07,94.74,91.23,5.26,8.77,94.74,91.23
gpt-4o-mini,Turkish,0.0,5.97,8.96,94.03,91.04,5.97,8.96,94.03,91.04,5.97,8.96,94.03,91.04
gpt-4o-mini,Bulgarian,0.0,8.47,11.86,91.53,88.14,8.47,11.86,91.53,88.14,8.47,11.86,91.53,88.14
gpt-4o-mini,Dutch,0.0,5.88,11.76,94.12,88.24,5.88,11.76,94.12,88.24,5.88,11.76,94.12,88.24
gpt-4o-mini,Chinese,0.0,4.71,9.41,94.12,88.24,5.29,10.59,94.12,88.24,5.88,11.76,94.12,88.24
gpt-4o-mini,Persian,0.0,8.2,9.84,91.8,90.16,8.2,9.84,91.8,90.16,8.2,9.84,91.8,90.16
gpt-4o-mini,Arabic,0.0,4.84,6.45,95.16,93.55,4.84,6.45,95.16,93.55,4.84,6.45,95.16,93.55
gpt-4o-mini,English,0.2,6.67,12.46,92.75,86.96,7.25,13.04,92.75,86.96,7.25,13.04,92.75,86.96
gpt-4o-mini,Dutch,0.2,5.56,11.11,94.44,88.89,5.56,11.11,94.44,88.89,5.56,11.11,94.44,88.89
gpt-4o-mini,Spanish,0.2,7.46,11.94,92.54,88.06,7.46,11.94,92.54,88.06,7.46,11.94,92.54,88.06
gpt-4o-mini,Estonian,0.2,4.0,8.27,94.67,89.33,4.8,9.6,94.67,89.33,5.33,10.67,94.67,89.33
gpt-4o-mini,Chinese,0.2,6.48,12.11,92.96,87.32,7.04,12.68,92.96,87.32,7.04,12.68,92.96,87.32
gpt-4o-mini,Portuguese,0.2,6.18,10.59,92.65,88.24,7.21,11.62,92.65,88.24,7.35,11.76,92.65,88.24
gpt-4o-mini,Tagalog,0.2,7.22,13.33,90.28,84.72,9.44,16.25,90.28,83.33,9.72,16.67,90.28,83.33
gpt-4o-mini,Bulgarian,0.2,7.5,10.94,92.19,87.5,7.81,11.88,92.19,87.5,7.81,12.5,92.19,87.5
gpt-4o-mini,Arabic,0.2,5.29,8.53,94.12,89.71,6.62,10.44,92.65,88.24,7.35,11.76,92.65,88.24
gpt-4o-mini,Indonesian,0.2,6.47,10.88,94.12,89.71,7.35,11.76,92.65,88.24,7.35,11.76,92.65,88.24
gpt-4o-mini,Hungarian,0.2,8.0,11.38,90.77,86.15,9.08,13.08,90.77,86.15,9.23,13.85,90.77,86.15
gpt-4o-mini,French,0.2,8.36,12.84,91.04,86.57,8.96,13.43,91.04,86.57,8.96,13.43,91.04,86.57
gpt-4o-mini,Vietnamese,0.2,6.0,10.29,92.86,88.57,6.57,10.86,92.86,88.57,7.14,11.43,92.86,88.57
gpt-4o-mini,Italian,0.2,5.97,11.04,94.03,88.06,5.97,11.79,94.03,88.06,5.97,11.94,94.03,88.06
gpt-4o-mini,Malay,0.2,7.03,11.08,93.24,89.19,7.57,11.62,93.24,89.19,8.11,12.16,91.89,87.84
gpt-4o-mini,Hebrew,0.2,5.59,9.41,94.12,88.24,5.88,11.03,94.12,88.24,5.88,11.76,94.12,88.24
gpt-4o-mini,Afrikaans,0.2,8.0,12.0,91.25,86.25,9.0,13.5,90.0,85.0,10.0,15.0,90.0,85.0
gpt-4o-mini,Russian,0.2,5.57,8.85,91.8,88.52,7.54,10.82,91.8,88.52,8.2,11.48,91.8,88.52
gpt-4o-mini,Persian,0.2,7.42,9.03,91.94,90.32,8.06,9.68,91.94,90.32,8.06,9.68,91.94,90.32
gpt-4o-mini,Greek,0.2,6.78,9.15,93.22,89.83,6.78,10.0,93.22,89.83,6.78,10.17,93.22,89.83
gpt-4o-mini,German,0.2,6.35,9.21,93.65,88.89,6.35,10.48,93.65,88.89,6.35,11.11,93.65,88.89
gpt-4o-mini,Finnish,0.2,5.63,10.7,94.37,88.73,5.63,11.27,94.37,88.73,5.63,11.27,94.37,88.73
gpt-4o-mini,Turkish,0.2,5.92,8.73,92.96,90.14,6.48,9.3,92.96,90.14,7.04,9.86,92.96,90.14
gpt-4o-mini,English,0.4,6.03,10.68,91.78,86.3,7.53,12.88,91.78,86.3,8.22,13.7,91.78,86.3
gpt-4o-mini,Hebrew,0.4,5.41,10.81,93.24,87.84,6.22,11.62,93.24,87.84,6.76,12.16,93.24,87.84
gpt-4o-mini,Vietnamese,0.4,6.13,10.67,93.33,88.0,7.33,12.53,92.0,86.67,8.0,13.33,92.0,86.67
gpt-4o-mini,Portuguese,0.4,5.71,10.29,94.29,88.57,7.0,12.57,92.86,87.14,7.14,12.86,92.86,87.14
gpt-4o-mini,Arabic,0.4,5.51,8.41,94.2,89.86,6.96,11.16,92.75,88.41,7.25,11.59,92.75,88.41
gpt-4o-mini,Dutch,0.4,5.68,11.08,93.24,87.84,6.22,11.62,93.24,87.84,6.76,12.16,93.24,87.84
gpt-4o-mini,Estonian,0.4,4.68,9.61,94.81,89.61,5.19,10.39,94.81,89.61,5.19,10.39,94.81,89.61
gpt-4o-mini,Italian,0.4,5.97,11.94,94.03,88.06,5.97,11.94,94.03,88.06,5.97,11.94,94.03,88.06
gpt-4o-mini,German,0.4,6.27,9.55,92.54,88.06,6.87,10.75,92.54,88.06,7.46,11.94,92.54,88.06
gpt-4o-mini,Afrikaans,0.4,5.5,8.75,93.75,88.75,6.88,11.25,92.5,87.5,7.5,12.5,92.5,87.5
gpt-4o-mini,Indonesian,0.4,5.87,10.4,93.33,88.0,6.53,12.13,93.33,86.67,6.67,13.33,93.33,86.67
gpt-4o-mini,Persian,0.4,7.3,9.84,93.65,88.89,7.94,11.9,92.06,87.3,7.94,12.7,92.06,87.3
gpt-4o-mini,Russian,0.4,7.54,10.82,91.8,88.52,8.2,11.48,91.8,88.52,8.2,11.48,91.8,88.52
gpt-4o-mini,Finnish,0.4,5.53,10.79,94.74,89.47,6.05,11.32,94.74,89.47,6.58,11.84,93.42,88.16
gpt-4o-mini,Turkish,0.4,5.48,8.49,94.52,90.41,5.48,9.04,94.52,90.41,5.48,9.59,94.52,90.41
gpt-4o-mini,Spanish,0.4,7.3,11.35,93.24,89.19,7.97,12.03,93.24,89.19,8.11,12.16,91.89,87.84
gpt-4o-mini,Chinese,0.4,5.33,10.4,94.67,89.33,6.53,11.87,93.33,88.0,6.67,12.0,93.33,88.0
gpt-4o-mini,Malay,0.4,7.09,11.14,92.41,87.34,7.59,12.15,92.41,87.34,7.59,12.66,92.41,87.34
gpt-4o-mini,Tagalog,0.4,5.83,11.39,94.44,88.89,6.94,13.33,93.06,87.5,6.94,13.89,93.06,86.11
gpt-4o-mini,Hungarian,0.4,8.48,11.82,90.91,86.36,9.09,13.03,90.91,86.36,9.09,13.64,90.91,86.36
