model,Language,dataset,vul_at_k@1,vul_at_k@3,vul_at_k@5,in_vul_at_k@1,in_vul_at_k@3,in_vul_at_k@5,new_security_at_k@1,new_security_at_k@3,new_security_at_k@5,in_new_security_at_k@1,in_new_security_at_k@3,in_new_security_at_k@5
multi-dataset_Qwen,Estonian,0.0,11.627906976744185,11.627906976744185,11.627906976744185,17.441860465116278,17.441860465116278,17.441860465116278,88.37209302325581,88.37209302325581,88.37209302325581,82.55813953488372,82.55813953488372,82.55813953488372
multi-dataset_Qwen,Finnish,0.0,14.942528735632186,14.942528735632186,14.942528735632186,25.287356321839084,25.287356321839084,25.287356321839084,85.0574712643678,85.0574712643678,85.0574712643678,74.71264367816092,74.71264367816092,74.71264367816092
multi-dataset_Qwen,Hungarian,0.0,9.473684210526317,9.473684210526317,9.473684210526317,11.578947368421053,11.578947368421053,11.578947368421053,90.52631578947368,90.52631578947368,90.52631578947368,88.42105263157895,88.42105263157895,88.42105263157895
multi-dataset_Qwen,English,0.0,16.3,16.708333333333336,16.916666666666664,24.3,24.708333333333332,24.916666666666664,83.0,83.0,83.0,75.0,75.0,75.0
multi-dataset_gemini-2.5-flash,Acehnese,0.8,45.24647887323944,45.9758551307847,46.327967806841045,72.35915492957746,75.0251509054326,75.52816901408451,53.52112676056338,53.52112676056338,53.52112676056338,26.76056338028169,25.352112676056336,23.943661971830984
multi-dataset_gemini-2.5-flash,Hebrew,0.8,43.89204545454545,45.17045454545455,45.43425324675325,66.19318181818183,69.05438311688312,70.19074675324674,56.81818181818182,54.54545454545454,54.54545454545454,35.22727272727273,30.681818181818183,30.681818181818183
multi-dataset_gemini-2.5-flash,Vietnamese,0.8,45.028409090909086,45.86038961038961,46.16477272727273,66.61931818181817,71.44886363636364,73.1534090909091,54.54545454545454,54.54545454545454,54.54545454545454,32.95454545454545,30.681818181818183,28.40909090909091
multi-dataset_gemini-2.5-flash,Indonesian,0.8,46.19565217391305,48.13664596273291,48.757763975155285,64.94565217391305,68.34239130434783,69.60403726708073,53.2608695652174,52.17391304347826,51.08695652173913,34.78260869565217,30.434782608695656,30.434782608695656
multi-dataset_gemini-2.5-flash,Malayalam,0.8,41.0,42.23809523809524,43.0,68.33333333333333,70.71428571428572,71.83333333333334,60.0,58.666666666666664,57.333333333333336,32.0,30.666666666666664,29.333333333333332
multi-dataset_gemini-2.5-flash,Tagalog,0.8,44.44444444444444,45.99206349206349,46.82539682539682,65.13888888888889,67.73809523809524,68.3531746031746,56.666666666666664,54.44444444444444,52.22222222222223,36.666666666666664,31.11111111111111,31.11111111111111
multi-dataset_gemini-2.5-flash,Dutch,0.8,43.75,45.198412698412696,45.83333333333333,64.86111111111111,67.12301587301587,68.51190476190476,56.666666666666664,54.44444444444444,54.44444444444444,35.55555555555556,33.33333333333333,31.11111111111111
multi-dataset_gemini-2.5-flash,German,0.8,46.19565217391305,47.942546583850934,48.4860248447205,64.2663043478261,68.32298136645963,69.68167701863355,52.17391304347826,52.17391304347826,51.08695652173913,36.95652173913043,30.434782608695656,30.434782608695656
multi-dataset_gemini-2.5-flash,Afrikaans,0.8,45.331325301204814,46.47160068846816,47.267641996557664,66.56626506024097,69.38468158347676,70.46041308089501,53.01204819277109,53.01204819277109,53.01204819277109,31.32530120481928,30.120481927710845,30.120481927710845
multi-dataset_gemini-2.5-flash,Portuguese,0.8,40.81325301204819,42.31927710843373,42.900172117039595,65.06024096385542,69.55679862306367,71.29948364888125,59.036144578313255,57.831325301204814,57.831325301204814,36.144578313253014,31.32530120481928,28.915662650602407
multi-dataset_gemini-2.5-flash,Spanish,0.8,44.42934782608695,45.671583850931675,46.21506211180124,66.71195652173914,71.38975155279503,73.3889751552795,55.434782608695656,54.347826086956516,54.347826086956516,33.69565217391305,25.0,25.0
multi-dataset_gemini-2.5-flash,French,0.8,45.88068181818182,47.01704545454545,47.30113636363637,67.4715909090909,71.12418831168831,72.1387987012987,54.54545454545454,53.40909090909091,52.27272727272727,34.090909090909086,30.681818181818183,28.40909090909091
multi-dataset_gemini-2.5-flash,Italian,0.8,43.94736842105263,44.21052631578947,44.21052631578947,63.1578947368421,65.46992481203007,66.44736842105263,55.78947368421052,55.78947368421052,55.78947368421052,35.78947368421053,33.68421052631579,33.68421052631579
multi-dataset_gemini-2.5-flash,Greek,0.8,43.13186813186813,44.976452119309265,45.99686028257457,63.324175824175825,65.99293563579278,66.60125588697018,58.24175824175825,54.94505494505495,54.94505494505495,38.46153846153847,34.065934065934066,32.967032967032964
multi-dataset_gemini-2.5-flash,Western Persian,0.8,44.72222222222222,47.71825396825397,48.452380952380956,66.80555555555556,70.29761904761904,72.3015873015873,53.333333333333336,52.22222222222223,52.22222222222223,32.22222222222222,28.888888888888886,26.666666666666668
multi-dataset_gemini-2.5-flash,Russian,0.8,42.17032967032967,44.171899529042385,44.81946624803768,67.03296703296702,70.21193092621664,70.89874411302982,59.34065934065934,54.94505494505495,54.94505494505495,34.065934065934066,29.67032967032967,28.57142857142857
multi-dataset_gemini-2.5-flash,Bulgarian,0.8,44.85294117647059,45.14705882352941,45.44117647058823,68.82352941176471,70.08403361344537,70.46218487394957,55.294117647058826,55.294117647058826,55.294117647058826,31.76470588235294,29.411764705882355,29.411764705882355
multi-dataset_gemini-2.5-flash,Chinese,0.8,40.27777777777778,42.44047619047619,43.095238095238095,66.66666666666666,69.18650793650794,69.58333333333333,58.88888888888889,56.666666666666664,56.666666666666664,34.44444444444444,31.11111111111111,31.11111111111111
multi-dataset_gemini-2.5-flash,Turkish,0.8,45.34574468085106,46.846504559270514,47.910334346504555,68.08510638297872,70.99164133738603,72.47340425531915,55.319148936170215,53.191489361702125,52.12765957446809,31.914893617021278,28.723404255319153,28.723404255319153
multi-dataset_gemini-2.5-flash,Estonian,0.8,40.406976744186046,41.86046511627907,42.4626245847176,66.86046511627907,70.30730897009967,71.59468438538205,60.46511627906976,59.30232558139535,59.30232558139535,33.72093023255814,30.23255813953488,29.069767441860467
multi-dataset_gemini-2.5-flash,Finnish,0.8,42.38505747126437,44.191297208538586,44.68390804597701,66.0919540229885,68.45238095238095,69.23234811165845,56.32183908045977,55.172413793103445,55.172413793103445,33.33333333333333,29.88505747126437,29.88505747126437
multi-dataset_gemini-2.5-flash,Hungarian,0.8,43.684210526315795,45.84586466165414,46.278195488721806,63.421052631578945,66.07142857142857,66.84210526315789,55.78947368421052,53.68421052631579,53.68421052631579,36.84210526315789,32.631578947368425,32.631578947368425
multi-dataset_gemini-2.5-flash,English,0.8,47.0,47.375,47.625,65.375,67.96428571428572,68.60714285714286,53.0,53.0,52.0,34.0,33.0,32.0
multi-dataset_gpt-4o-mini,Acehnese,0.8,42.3943661971831,44.34272300469483,45.06483344511514,65.77464788732394,70.28169014084507,72.14397496087636,59.154929577464785,54.929577464788736,54.929577464788736,35.2112676056338,28.169014084507044,28.169014084507044
multi-dataset_gpt-4o-mini,Hebrew,0.8,46.590909090909086,50.18939393939393,51.663961038961034,69.43181818181817,72.35795454545455,73.0384199134199,52.27272727272727,47.72727272727273,46.590909090909086,32.95454545454545,28.40909090909091,26.136363636363637
multi-dataset_gpt-4o-mini,Vietnamese,0.8,49.43181818181818,51.335227272727266,51.92550505050505,71.93181818181817,75.00946969696969,75.76208513708512,50.0,50.0,47.72727272727273,27.27272727272727,25.0,23.863636363636363
multi-dataset_gpt-4o-mini,Indonesian,0.8,47.06521739130434,50.47101449275362,51.43633540372671,67.17391304347827,70.84239130434781,71.91597653554176,52.17391304347826,50.0,47.82608695652174,32.608695652173914,29.347826086956523,27.173913043478258
multi-dataset_gpt-4o-mini,Malayalam,0.8,44.0,45.62222222222223,45.99470899470899,70.66666666666667,74.71111111111111,76.16402116402116,56.00000000000001,54.666666666666664,54.666666666666664,30.666666666666664,25.333333333333336,24.0
multi-dataset_gpt-4o-mini,Tagalog,0.8,47.0,49.101851851851855,49.70017636684303,67.55555555555556,70.78703703703704,71.5432098765432,51.11111111111111,50.0,50.0,31.11111111111111,30.0,27.77777777777778
multi-dataset_gpt-4o-mini,Dutch,0.8,47.11111111111111,48.56481481481481,48.79629629629629,68.0,70.14814814814814,70.8641975308642,54.44444444444444,51.11111111111111,51.11111111111111,33.33333333333333,30.0,28.888888888888886
multi-dataset_gpt-4o-mini,German,0.8,45.978260869565226,47.78985507246376,48.278985507246375,64.34782608695653,68.68659420289855,70.23809523809524,53.2608695652174,53.2608695652174,51.08695652173913,38.04347826086957,31.521739130434785,28.26086956521739
multi-dataset_gpt-4o-mini,Afrikaans,0.8,45.06024096385543,48.0722891566265,48.68999808758845,69.75903614457832,75.31124497991968,76.30043985465672,55.42168674698795,53.01204819277109,50.602409638554214,33.734939759036145,25.301204819277107,24.096385542168676
multi-dataset_gpt-4o-mini,Portuguese,0.8,43.373493975903614,47.39959839357429,48.46528973034997,67.59036144578313,71.63654618473895,73.33142092178238,56.62650602409639,51.80722891566265,51.80722891566265,33.734939759036145,28.915662650602407,26.506024096385545
multi-dataset_gpt-4o-mini,Spanish,0.8,45.54347826086956,47.563405797101446,48.248792270531396,66.52173913043478,70.6340579710145,72.42926155969634,53.2608695652174,52.17391304347826,51.08695652173913,31.521739130434785,29.347826086956523,27.173913043478258
multi-dataset_gpt-4o-mini,French,0.8,45.79545454545455,48.90151515151515,49.4047619047619,67.72727272727272,70.36931818181817,71.31132756132756,51.13636363636363,51.13636363636363,51.13636363636363,31.818181818181817,29.545454545454547,28.40909090909091
multi-dataset_gpt-4o-mini,Italian,0.8,47.05263157894738,49.74561403508772,50.81035923141186,66.52631578947368,70.55263157894738,71.53717627401839,53.68421052631579,50.526315789473685,49.473684210526315,34.73684210526316,29.47368421052631,28.421052631578945
multi-dataset_gpt-4o-mini,Greek,0.8,44.72527472527473,47.06043956043956,47.701901273329845,65.27472527472527,67.64652014652015,68.9604046746904,54.94505494505495,52.74725274725275,51.64835164835166,34.065934065934066,34.065934065934066,31.868131868131865
multi-dataset_gpt-4o-mini,Western Persian,0.8,47.66666666666667,50.44444444444445,50.85978835978836,69.11111111111111,72.03703703703704,73.14814814814817,52.22222222222223,51.11111111111111,50.0,28.888888888888886,26.666666666666668,26.666666666666668
multi-dataset_gpt-4o-mini,Russian,0.8,40.65934065934066,43.83699633699634,45.87912087912087,65.93406593406593,69.78937728937728,71.76434676434677,59.34065934065934,56.043956043956044,53.84615384615385,37.362637362637365,34.065934065934066,26.373626373626376
multi-dataset_gpt-4o-mini,Bulgarian,0.8,46.47058823529411,48.82352941176472,49.68253968253968,68.0,69.47058823529412,70.32212885154063,51.76470588235295,50.588235294117645,50.588235294117645,32.94117647058823,30.58823529411765,30.58823529411765
multi-dataset_gpt-4o-mini,Chinese,0.8,42.66666666666667,45.27777777777778,46.32275132275132,66.0,70.52777777777777,71.67989417989418,57.77777777777777,54.44444444444444,54.44444444444444,34.44444444444444,27.77777777777778,27.77777777777778
multi-dataset_gpt-4o-mini,Turkish,0.8,46.170212765957444,48.23581560283688,48.906619385342786,66.80851063829788,70.06205673758865,71.25970955758191,52.12765957446809,51.06382978723404,51.06382978723404,32.97872340425532,29.78723404255319,27.659574468085108
multi-dataset_gpt-4o-mini,Estonian,0.8,41.86046511627907,44.52519379844961,45.15042451088963,68.02325581395348,71.67635658914729,73.00664451827241,56.97674418604651,54.65116279069767,54.65116279069767,33.72093023255814,26.744186046511626,26.744186046511626
multi-dataset_gpt-4o-mini,Finnish,0.8,44.02298850574712,46.532567049808435,47.64185367633643,69.54022988505746,72.66283524904215,73.27586206896551,56.32183908045977,51.724137931034484,51.724137931034484,29.88505747126437,26.436781609195403,26.436781609195403
multi-dataset_gpt-4o-mini,Hungarian,0.8,45.89473684210527,48.631578947368425,49.94569757727652,65.26315789473685,67.09649122807016,67.65664160401002,53.68421052631579,53.68421052631579,50.526315789473685,34.73684210526316,33.68421052631579,32.631578947368425
multi-dataset_gpt-4o-mini,English,0.8,47.99999999999999,49.53333333333333,50.0,69.0,72.45833333333334,73.46825396825398,51.0,50.0,49.0,33.0,28.000000000000004,25.0
multi-dataset_Qwen,Acehnese,0.2,13.098591549295776,22.582159624413148,27.01766152470378,22.67605633802817,37.11267605633803,43.550190029063266,87.32394366197182,77.46478873239437,73.23943661971832,78.87323943661971,64.7887323943662,59.154929577464785
multi-dataset_Qwen,Hebrew,0.2,9.545454545454547,15.804924242424246,18.88077200577201,15.113636363636363,23.929924242424242,28.598484848484844,89.77272727272727,82.95454545454545,80.68181818181817,84.0909090909091,76.13636363636364,71.5909090909091
multi-dataset_Qwen,Vietnamese,0.2,10.454545454545453,17.291666666666668,20.373376623376625,16.249999999999996,26.723484848484848,31.64231601731602,92.04545454545455,84.0909090909091,80.68181818181817,86.36363636363636,73.86363636363636,68.18181818181817
multi-dataset_Qwen,Indonesian,0.2,10.326086956521738,17.400362318840585,20.898033126293996,14.565217391304344,23.297101449275363,27.721704623878534,88.04347826086956,82.6086956521739,78.26086956521739,82.6086956521739,76.08695652173914,70.65217391304348
multi-dataset_Qwen,Malayalam,0.2,5.199999999999999,9.044444444444444,10.994708994708994,10.133333333333333,17.644444444444442,21.349206349206344,94.66666666666667,88.0,86.66666666666667,89.33333333333333,81.33333333333333,77.33333333333333
multi-dataset_Qwen,Tagalog,0.2,10.333333333333332,17.148148148148145,19.942680776014107,15.11111111111111,24.71296296296296,29.329805996472665,87.77777777777777,81.11111111111111,77.77777777777779,82.22222222222221,73.33333333333333,67.77777777777779
multi-dataset_Qwen,Dutch,0.2,15.999999999999998,26.80555555555556,31.181657848324512,23.777777777777775,38.85185185185185,45.06172839506173,83.33333333333334,72.22222222222221,71.11111111111111,75.55555555555556,62.22222222222222,55.55555555555556
multi-dataset_Qwen,German,0.2,13.586956521739133,20.905797101449277,24.90942028985507,18.804347826086957,28.867753623188406,34.02777777777777,88.04347826086956,80.43478260869566,78.26086956521739,83.69565217391305,71.73913043478261,67.3913043478261
multi-dataset_Qwen,Afrikaans,0.2,7.831325301204818,14.086345381526105,17.9718875502008,14.698795180722895,24.026104417670684,29.78580990629183,96.3855421686747,86.74698795180723,80.72289156626506,92.7710843373494,78.3132530120482,68.67469879518072
multi-dataset_Qwen,Portuguese,0.2,10.120481927710841,19.397590361445786,24.92350353796137,14.578313253012047,26.64658634538153,33.99311531841652,89.1566265060241,79.51807228915662,77.10843373493977,85.54216867469879,74.69879518072288,71.08433734939759
multi-dataset_Qwen,Spanish,0.2,10.652173913043478,21.249999999999996,26.945307108350587,14.782608695652174,27.481884057971012,34.437543133195305,84.78260869565217,75.0,70.65217391304348,80.43478260869566,70.65217391304348,64.13043478260869
multi-dataset_Qwen,French,0.2,7.613636363636362,14.65909090909091,18.876262626262626,11.590909090909092,21.52462121212121,27.998737373737377,92.04545454545455,84.0909090909091,82.95454545454545,87.5,77.27272727272727,73.86363636363636
multi-dataset_Qwen,Italian,0.2,13.578947368421055,25.921052631578945,32.322472848788635,20.0,34.55263157894736,41.746031746031754,85.26315789473684,74.73684210526315,67.36842105263158,77.89473684210526,66.3157894736842,58.94736842105262
multi-dataset_Qwen,Greek,0.2,11.208791208791208,18.287545787545785,21.703296703296704,19.010989010989015,27.912087912087912,32.02075702075702,90.10989010989012,82.41758241758241,76.92307692307693,83.51648351648352,73.62637362637363,69.23076923076923
multi-dataset_Qwen,Western Persian,0.2,11.555555555555554,20.37037037037037,24.545855379188712,17.88888888888889,30.083333333333336,35.44091710758377,87.77777777777777,77.77777777777779,74.44444444444444,80.0,66.66666666666666,62.22222222222222
multi-dataset_Qwen,Russian,0.2,11.868131868131869,22.847985347985343,27.660038374324085,19.010989010989015,34.47802197802198,41.68410954125239,90.10989010989012,82.41758241758241,71.42857142857143,83.51648351648352,71.42857142857143,59.34065934065934
multi-dataset_Qwen,Bulgarian,0.2,16.588235294117645,26.892156862745097,30.58823529411765,22.11764705882353,35.37254901960784,40.130718954248366,78.82352941176471,69.41176470588235,67.05882352941175,72.94117647058823,61.1764705882353,57.647058823529406
multi-dataset_Qwen,Chinese,0.2,11.777777777777777,21.14814814814814,26.60493827160494,17.88888888888889,30.425925925925924,37.191358024691354,91.11111111111111,78.88888888888889,76.66666666666667,84.44444444444444,68.88888888888889,66.66666666666666
multi-dataset_Qwen,Turkish,0.2,8.723404255319148,17.25177304964539,21.289260385005065,12.978723404255318,23.776595744680844,28.850050658561294,93.61702127659575,86.17021276595744,77.6595744680851,90.42553191489363,79.7872340425532,69.14893617021278
multi-dataset_Qwen,Estonian,0.2,13.02325581395349,20.93992248062015,24.312476928755995,17.558139534883722,29.612403100775197,35.09597637504614,82.55813953488372,80.23255813953489,76.74418604651163,79.06976744186046,70.93023255813954,65.11627906976744
multi-dataset_Qwen,Finnish,0.2,12.758620689655173,22.26053639846743,26.67852581645685,20.114942528735632,33.984674329501914,40.0519978106185,87.35632183908046,75.86206896551724,71.26436781609196,80.45977011494253,64.36781609195403,57.47126436781609
multi-dataset_Qwen,Hungarian,0.2,11.052631578947368,21.912280701754387,27.60233918128655,14.421052631578949,27.236842105263158,33.25396825396826,90.52631578947368,81.05263157894737,71.57894736842105,88.42105263157895,74.73684210526315,66.3157894736842
multi-dataset_Qwen,English,0.2,15.5,27.458333333333336,32.75396825396825,22.0,36.24166666666667,42.230158730158735,89.0,76.0,69.0,83.0,68.0,59.0
multi-dataset_Qwen,Acehnese,0.6,12.112676056338028,25.950704225352112,34.12698412698412,20.704225352112676,39.90610328638498,50.553319919517094,88.73239436619718,77.46478873239437,67.6056338028169,84.50704225352112,66.19718309859155,54.929577464788736
multi-dataset_Qwen,Hebrew,0.6,10.56818181818182,22.1780303030303,29.23881673881674,17.727272727272727,35.84280303030303,45.96861471861472,86.36363636363636,75.0,71.5909090909091,84.0909090909091,63.63636363636363,55.68181818181818
multi-dataset_Qwen,Vietnamese,0.6,10.56818181818182,22.85037878787879,30.118145743145742,17.5,36.34469696969697,46.897546897546896,90.9090909090909,79.54545454545455,72.72727272727273,87.5,65.9090909090909,54.54545454545454
multi-dataset_Qwen,Indonesian,0.6,10.760869565217392,24.818840579710148,33.406659765355414,17.282608695652176,37.47282608695651,49.6031746031746,89.13043478260869,70.65217391304348,66.30434782608695,84.78260869565217,65.21739130434783,52.17391304347826
multi-dataset_Qwen,Malayalam,0.6,4.533333333333333,11.544444444444446,16.74074074074074,10.666666666666668,23.688888888888886,31.957671957671963,96.0,88.0,88.0,86.66666666666667,73.33333333333333,69.33333333333334
multi-dataset_Qwen,Tagalog,0.6,9.888888888888888,21.203703703703706,27.38095238095238,15.777777777777777,32.31481481481481,40.96560846560847,90.0,76.66666666666667,71.11111111111111,81.11111111111111,64.44444444444444,60.0
multi-dataset_Qwen,Dutch,0.6,13.111111111111114,27.91666666666666,36.09347442680776,21.000000000000004,44.22222222222222,56.988536155202816,82.22222222222221,68.88888888888889,61.111111111111114,71.11111111111111,52.22222222222223,40.0
multi-dataset_Qwen,German,0.6,13.586956521739129,29.71920289855073,38.453243616287104,21.73913043478261,45.199275362318836,56.892684610075904,79.34782608695652,70.65217391304348,61.95652173913043,69.56521739130434,55.434782608695656,43.47826086956522
multi-dataset_Qwen,Afrikaans,0.6,6.144578313253011,15.220883534136545,21.423790399694013,13.975903614457833,30.381526104417674,40.385350927519596,92.7710843373494,84.33734939759037,80.72289156626506,85.54216867469879,69.87951807228916,59.036144578313255
multi-dataset_Qwen,Portuguese,0.6,11.084337349397591,24.427710843373493,31.530885446548098,19.036144578313255,39.64859437751004,50.57372346528973,86.74698795180723,75.90361445783132,73.49397590361446,80.72289156626506,62.65060240963856,51.80722891566265
multi-dataset_Qwen,Spanish,0.6,10.652173913043478,23.514492753623188,31.012767425810907,16.630434782608695,36.1050724637681,47.58454106280193,85.86956521739131,75.0,69.56521739130434,79.34782608695652,60.86956521739131,52.17391304347826
multi-dataset_Qwen,French,0.6,9.090909090909092,21.647727272727273,29.495851370851373,15.795454545454549,35.00946969696969,46.70364357864358,90.9090909090909,82.95454545454545,75.0,84.0909090909091,70.45454545454545,61.36363636363637
multi-dataset_Qwen,Italian,0.6,14.842105263157896,30.894736842105257,39.09356725146198,23.473684210526315,46.56140350877194,57.68170426065162,86.31578947368422,70.52631578947368,63.1578947368421,77.89473684210526,53.68421052631579,41.05263157894737
multi-dataset_Qwen,Greek,0.6,8.681318681318682,19.59706959706959,26.931798360369786,16.813186813186814,32.65567765567766,41.623059480202336,91.20879120879121,79.12087912087912,73.62637362637363,89.01098901098901,67.03296703296702,59.34065934065934
multi-dataset_Qwen,Western Persian,0.6,11.888888888888888,25.842592592592595,33.87566137566137,19.555555555555557,40.25925925925926,51.3095238095238,91.11111111111111,76.66666666666667,68.88888888888889,83.33333333333334,65.55555555555556,50.0
multi-dataset_Qwen,Russian,0.6,11.0989010989011,25.879120879120883,34.76800976800977,18.681318681318686,40.75091575091576,53.453689167974886,87.91208791208791,75.82417582417582,61.53846153846154,80.21978021978022,60.43956043956044,39.56043956043956
multi-dataset_Qwen,Bulgarian,0.6,11.529411764705884,26.401960784313722,34.584500466853406,17.176470588235293,38.107843137254896,49.51447245564893,91.76470588235294,72.94117647058823,67.05882352941175,89.41176470588236,61.1764705882353,54.11764705882353
multi-dataset_Qwen,Chinese,0.6,14.444444444444443,27.722222222222225,35.04850088183421,20.77777777777778,39.638888888888886,49.457671957671955,84.44444444444444,73.33333333333333,66.66666666666666,76.66666666666667,61.111111111111114,51.11111111111111
multi-dataset_Qwen,Turkish,0.6,11.170212765957446,24.99113475177305,32.835190813914224,16.27659574468085,35.177304964539005,46.5130023640662,90.42553191489363,75.53191489361703,68.08510638297872,84.04255319148936,65.95744680851064,52.12765957446809
multi-dataset_Qwen,Estonian,0.6,10.813953488372091,22.403100775193803,28.82521225544481,18.6046511627907,37.26744186046511,47.14839424141749,83.72093023255815,69.76744186046511,63.95348837209303,76.74418604651163,51.162790697674424,43.02325581395349
multi-dataset_Qwen,Finnish,0.6,9.770114942528735,22.66283524904215,30.5373107097245,17.70114942528736,37.32758620689655,47.97482211275314,89.65517241379311,79.3103448275862,70.11494252873564,83.9080459770115,66.66666666666666,54.02298850574713
multi-dataset_Qwen,Hungarian,0.6,9.578947368421051,21.80701754385965,29.344193817878033,14.842105263157896,32.98245614035088,43.79281537176274,85.26315789473684,73.68421052631578,64.21052631578948,80.0,63.1578947368421,50.526315789473685
multi-dataset_Qwen,English,0.6,14.100000000000001,30.51666666666667,40.19444444444444,22.000000000000004,45.39166666666666,57.845238095238095,84.0,66.0,53.0,76.0,52.0,36.0
multi-dataset_Qwen,Acehnese,0.4,12.253521126760562,22.640845070422536,27.319472389894926,20.84507042253521,37.183098591549296,44.276771741560474,83.09859154929578,74.64788732394366,71.83098591549296,74.64788732394366,61.97183098591549,56.33802816901409
multi-dataset_Qwen,Hebrew,0.4,11.363636363636363,22.32007575757576,28.612012987012992,17.386363636363637,32.547348484848484,41.14357864357865,87.5,73.86363636363636,69.31818181818183,82.95454545454545,65.9090909090909,57.95454545454546
